hgnc_symbol	Compartments.Score	LOCATE_score	GO.score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
2484	SPNS1	0	1	0	0	1	YES	0
2485	C16orf89	0	1	1	1	0	no	0
2486	CHID1	0	1	1	1	0	no	1
2487	UGT3A1	0	1	0	0	1	YES	0
2488	FAM187A	0	1	0	0	0	no	1
2489	LRRC37A2	0	1	0	0	1	YES	0
2490	VSTM2B	0	1	0	0	0	no	0
2491	ACVR1C	0	1	0	0	0	no	0
2492	IDS	0	1	0	0	0	no	0
2493	ITGA4	0	1	1	0	0	no	1
2494	NPR2	0	1	0	0	0	no	0
2495	LAT2	0	1	1	0	0	no	0
2496	SGCA	0	1	0	0	0	no	0
2497	SELENON	0	1	0	0	0	no	1
2498	ADAM11	0	1	1	0	0	no	0
2499	UBAC2	0	1	0	0	0	no	1
2500	SEMA6D	0	1	0	0	0	no	1
2501	ESRP1	0	1	0	0	0	no	1
2502	LRP11	0	1	0	0	0	no	1
2503	ZNF511-PRAP1	0	1	0	0	1	YES	0
2504	TMEM59	0	1	1	0	0	no	0
2505	NDUFA1	0	1	0	0	0	no	1
2506	HLA-DOA	0	1	0	0	0	no	0
2507	TGFBR1	0	1	0	0	1	YES	0
2508	XYLT2	0	1	0	0	0	no	1
2509	HLA-A	0	1	0	0	0	no	1
2510	CD177	0	1	1	1	0	no	0
2511	FGL1	0	1	1	1	0	no	0
2512	CD80	0	1	0	0	0	no	0
2513	CYP17A1	0	1	0	0	0	no	0
2514	MTTP	0	1	0	0	0	no	1
2515	CYP2B6	0	1	0	0	0	no	1
2516	CYP2E1	0	1	0	0	0	no	0
2517	FOLR3	0	1	1	1	0	no	0
2518	PPIC	0	1	1	0	0	no	0
2519	CD44	0	1	1	0	0	no	1
2520	TPST2	0	1	0	0	0	no	0
2521	GLTPD2	0	1	0	0	1	YES	0
2522	LAT	0	1	0	0	0	no	1
2523	CES1	0	1	1	0	0	no	1
2524	MMP28	0	1	1	1	0	no	0
2525	DMKN	0	1	1	1	0	no	1
2526	SIL1	0	1	1	0	0	no	0
2527	DIO1	0	1	0	0	0	no	0
2528	GFRA3	0	1	0	0	0	no	1
2529	GOT2	0	1	1	0	0	no	0
2530	MMP12	0	1	1	1	0	no	0
2531	MSMB	0	1	1	1	0	no	0
2532	NPTX1	0	1	0	0	0	no	0
2533	RARRES1	0	1	1	0	0	no	1
2534	SPAM1	0	1	0	0	0	no	0
2535	H6PD	0	1	0	0	0	no	1
2536	FPGS	0	1	0	0	0	no	0
2537	GDF10	0	1	1	1	0	no	0
2538	FAT1	0	1	1	0	0	no	0
2539	TBX2	0	1	0	0	0	no	1
2540	HSPA13	0	1	1	0	0	no	0
2541	CD160	0	1	0	0	0	no	0
2542	CYP4F8	0	1	0	0	0	no	0
2543	LILRA4	0	1	0	0	0	no	0
2544	KLK9	0	1	1	1	0	no	0
2545	TBL2	0	1	0	0	0	no	1
2546	GREM1	0	1	1	1	0	no	0
2547	NPTXR	0	1	0	0	0	no	1
2548	QPRT	0	1	1	0	0	no	0
2549	SMPDL3B	0	1	1	1	0	no	1
2550	KIAA0100	0	1	1	1	0	no	1
2551	COLGALT2	0	1	0	0	1	YES	0
2552	POFUT2	0	1	0	0	0	no	0
2553	CUTA	0	1	1	0	0	no	1
2554	PCSK4	0	1	0	0	0	no	0
2555	ACRV1	0	1	0	0	0	no	0
2556	EPPIN	0	1	1	1	0	no	0
2557	MRPL47	0	1	0	0	0	no	1
2558	ANK1	0	1	0	0	0	no	0
2559	AMY2B	0	1	1	1	0	no	0
2560	TPSB2	0	1	1	1	0	no	0
2561	KREMEN2	0	1	0	0	0	no	1
2562	CES3	0	1	1	0	0	no	1
2563	SPG11	0	1	0	0	0	no	1
2564	C1QTNF3	0	1	1	1	0	no	1
2565	MAP3K9	0	1	0	0	0	no	1
2566	SRMS	0	1	0	0	0	no	1
2567	PCSK6	0	1	1	1	0	no	0
2568	MCFD2	0	1	0	0	0	no	0
2569	RNASE11	0	1	1	1	0	no	0
2570	DNAJC19	0	1	0	0	0	no	0
2571	CTSE	0	1	0	0	0	no	0
2572	IFNLR1	0	1	0	0	0	no	1
2573	PILRA	0	1	1	1	0	no	0
2574	FAM19A2	0	1	0	0	0	no	0
2575	LILRA5	0	1	1	1	0	no	0
2576	PLOD2	0	1	1	0	0	no	1
2577	BCKDHB	0	1	0	0	0	no	0
2578	GANAB	0	1	1	0	0	no	1
2579	WNK1	0	1	0	0	0	no	1
2580	IDUA	0	1	1	0	1	YES	0
2581	TPP1	0	1	1	0	0	no	0
2582	CYP1A1	0	1	0	0	0	no	0
2583	CYP2A13	0	1	0	0	0	no	0
2584	CYP2F1	0	1	0	0	0	no	0
2585	NT5C3A	0	1	0	0	0	no	0
2586	SEMA3B	0	1	1	1	0	no	0
2587	LGMN	0	1	1	0	1	YES	0
2588	ACTL10	0	1	0	0	0	no	0
2589	ERP29	0	1	0	0	0	no	1
2590	FOXK1	0	1	0	0	0	no	1
2591	CTLA4	0	1	0	0	0	no	0
2592	DNASE2	0	1	1	0	0	no	0
2593	COL19A1	0	1	1	1	0	no	0
2594	GRSF1	0	1	0	0	0	no	1
2595	RBP3	0	1	1	1	0	no	0
2596	CCL5	0	1	1	1	0	no	0
2597	STC2	0	1	1	1	0	no	1
2598	DCHS1	0	1	0	0	0	no	1
2599	B3GALT4	0	1	0	0	0	no	0
2600	CHI3L2	0	1	1	1	0	no	0
2601	DMD	0	1	0	0	0	no	0
2602	CAMP	0	1	0	0	0	no	0
2603	EFNA3	0	1	0	0	0	no	0
2604	PRCP	0	1	1	0	0	no	0
2605	CCL23	0	1	1	1	0	no	0
2606	CNTN2	0	1	0	0	0	no	0
2607	PRSS16	0	1	0	0	0	no	0
2608	MANBA	0	1	0	0	1	YES	0
2609	ST8SIA2	0	1	0	0	0	no	1
2610	DDX17	0	1	0	0	0	no	1
2611	P3H4	0	1	0	0	0	no	0
2612	PYCR1	0	1	0	0	0	no	0
2613	PRSS23	0	1	1	1	0	no	0
2614	NOMO1	0	1	0	0	0	no	1
2615	KDM1A	0	1	0	0	0	no	1
2616	MESD	0	1	0	0	0	no	1
2617	MAN2B2	0	1	1	1	0	no	0
2618	GDE1	0	1	0	0	1	YES	0
2619	ANTXR1	0	1	0	0	1	YES	0
2620	CHPF2	0	1	0	0	0	no	1
2621	B3GALT1	0	1	0	0	0	no	0
2622	SDF2L1	0	1	0	0	0	no	0
2623	MCCC2	0	1	0	0	0	no	1
2624	LYNX1-SLURP2	0	1	0	0	0	no	0
2625	UPK3B	0	1	0	0	1	YES	0
2626	PCDHGA11	0	1	0	0	1	YES	0
2627	GNPTG	0	1	1	1	0	no	1
2628	BACE2	0	1	0	0	0	no	0
2629	PI16	0	1	1	1	0	no	0
2630	CNTN1	0	1	1	0	0	no	0
2631	MSRB3	0	1	0	0	0	no	0
2632	OVCH2	0	1	0	0	0	no	0
2633	PMEPA1	0	1	0	0	1	YES	0
2634	MOG	0	1	0	0	0	no	0
2635	VKORC1	0	1	0	0	0	no	1
2636	PSG4	0	1	1	1	0	no	0
2637	IGKV6D-21	0	0	1	1	0	no	0
2638	IGLJ1	0	0	1	1	0	no	0
2639	IGHV3-15	0	0	1	1	0	no	0
2640	IGHV3-21	0	0	1	1	0	no	0
2641	IGHV2-26	0	0	1	1	0	no	0
2642	IGHV3-73	0	0	1	1	0	no	0
2643	IGHV7-4-1	0	0	1	1	0	no	0
2644	IGHV3-64D	0	0	1	1	0	no	0
2645	MTMR11	0	0	1	0	0	no	1
2646	DDTL	0	0	1	0	0	no	0
2647	PLPP1	0	0	1	0	0	no	1
2648	CUX2	0	0	1	0	0	no	0
2649	PSMA7	0	0	1	0	0	no	0
2650	SCAMP3	0	0	1	0	1	YES	0
2651	IRF6	0	0	1	0	0	no	1
2652	GIPC1	0	0	1	0	1	YES	0
2653	LIN7A	0	0	1	0	0	no	0
2654	MYL12B	0	0	1	0	0	no	1
2655	HGS	0	0	1	0	0	no	1
2656	CHMP2A	0	0	1	0	0	no	1
2657	TSPAN6	0	0	1	0	0	no	1
2658	CLN5	0	0	1	0	0	no	0
2659	DDAH1	0	0	1	0	0	no	1
2660	B3GAT3	0	0	1	0	0	no	0
2661	GSR	0	0	1	0	0	no	1
2662	HPRT1	0	0	1	0	0	no	1
2663	IGLV1-44	0	0	1	1	0	no	0
2664	IGLV1-47	0	0	1	1	0	no	0
2665	IGLV1-51	0	0	1	1	0	no	0
2666	IGLV2-14	0	0	1	1	0	no	0
2667	IGLV2-23	0	0	1	1	0	no	0
2668	IGLV2-11	0	0	1	1	0	no	0
2669	IGLV2-8	0	0	1	1	0	no	0
2670	IGLV3-19	0	0	1	1	0	no	0
2671	IGLV3-1	0	0	1	1	0	no	0
2672	IGLV3-25	0	0	1	1	0	no	0
2673	IGHV1-46	0	0	1	1	0	no	0
2674	IGHV3-11	0	0	1	1	0	no	0
2675	IGHV3-48	0	0	1	1	0	no	0
2676	IGHV3-23	0	0	1	1	0	no	0
2677	IGHV3-13	0	0	1	1	0	no	0
2678	IGHV3-53	0	0	1	1	0	no	0
2679	IGHV3-30	0	0	1	1	0	no	0
2680	IGHV3-33	0	0	1	1	0	no	0
2681	IGHV3-7	0	0	1	1	0	no	0
2682	IGLV7-43	0	0	1	1	0	no	0
2683	ATP1A1	0	0	1	0	0	no	0
2684	ATP1B1	0	0	1	0	0	no	0
2685	ALDH2	0	0	1	0	0	no	0
2686	EIF2S1	0	0	1	0	0	no	1
2687	FABP1	0	0	1	0	0	no	1
2688	LDHB	0	0	1	0	0	no	1
2689	MME	0	0	1	0	0	no	0
2690	KRT7	0	0	1	0	0	no	0
2691	GNAI3	0	0	1	0	0	no	1
2692	KRT16	0	0	1	0	0	no	1
2693	GSTT2	0	0	1	0	0	no	0
2694	POTEJ	0	0	1	0	0	no	0
2695	UBC	0	0	1	0	0	no	0
2696	PTPRF	0	0	1	0	0	no	1
2697	PABPC1	0	0	1	0	0	no	1
2698	PRKAR2A	0	0	1	0	1	YES	0
2699	SLC5A1	0	0	1	0	1	YES	0
2700	FABP4	0	0	1	0	0	no	0
2701	PGAM2	0	0	1	0	0	no	1
2702	B4GALT1	0	0	1	1	0	no	1
2703	EZR	0	0	1	0	0	no	1
2704	ATP6V1B1	0	0	1	0	0	no	1
2705	FOLR1	0	0	1	1	0	no	1
2706	CD19	0	0	1	0	0	no	0
2707	NQO2	0	0	1	0	0	no	1
2708	ATP2B1	0	0	1	0	0	no	1
2709	CR2	0	0	1	0	0	no	0
2710	ANXA7	0	0	1	0	0	no	1
2711	DDC	0	0	1	0	0	no	1
2712	NEB	0	0	1	0	0	no	0
2713	WARS	0	0	1	0	0	no	1
2714	RPS3	0	0	1	0	0	no	1
2715	CALML3	0	0	1	0	0	no	0
2716	CD38	0	0	1	0	0	no	1
2717	TNFRSF8	0	0	1	0	0	no	0
2718	PRDX2	0	0	1	0	0	no	0
2719	ABCC1	0	0	1	0	0	no	1
2720	PFN2	0	0	1	0	0	no	0
2721	KRT9	0	0	1	0	0	no	0
2722	PCK1	0	0	1	0	0	no	0
2723	MYH11	0	0	1	0	0	no	1
2724	GLRX	0	0	1	0	0	no	1
2725	RPS19	0	0	1	0	0	no	1
2726	RPL3	0	0	1	0	0	no	1
2727	CAPG	0	0	1	1	0	no	1
2728	GP5	0	0	1	0	0	no	0
2729	RPL28	0	0	1	0	0	no	1
2730	RPS9	0	0	1	0	0	no	0
2731	NEDD4	0	0	1	0	0	no	1
2732	KHK	0	0	1	0	0	no	1
2733	GATM	0	0	1	0	0	no	1
2734	SLC26A2	0	0	1	0	1	YES	0
2735	SERPINH1	0	0	1	0	0	no	1
2736	GPM6A	0	0	1	0	0	no	0
2737	FXYD2	0	0	1	0	0	no	1
2738	CDH11	0	0	1	0	0	no	0
2739	CDH15	0	0	1	0	0	no	1
2740	H2BFS	0	0	1	0	0	no	1
2741	UBASH3A	0	0	1	0	0	no	1
2742	EIF3E	0	0	1	0	0	no	1
2743	MYL6	0	0	1	0	0	no	0
2744	PSMA6	0	0	1	0	0	no	1
2745	DSTN	0	0	1	0	0	no	0
2746	PPP1CA	0	0	1	0	0	no	1
2747	PPP1CB	0	0	1	0	0	no	1
2748	PSMC5	0	0	1	0	0	no	1
2749	RPL31	0	0	1	0	0	no	0
2750	RPL11	0	0	1	0	1	YES	0
2751	PPP2CA	0	0	1	0	0	no	0
2752	IGLV3-21	0	0	1	1	0	no	0
2753	CLTC	0	0	1	0	1	YES	0
2754	PFKP	0	0	1	0	0	no	1
2755	ATP2B2	0	0	1	0	0	no	0
2756	PLOD1	0	0	1	0	1	YES	0
2757	NUCB1	0	0	1	1	0	no	1
2758	CREB5	0	0	1	0	1	YES	0
2759	EML5	0	0	1	0	0	no	0
2760	FUT2	0	0	1	0	0	no	1
2761	BPTF	0	0	1	0	0	no	1
2762	ELOA	0	0	1	0	0	no	1
2763	FLOT2	0	0	1	0	0	no	0
2764	GNA13	0	0	1	0	0	no	1
2765	GGTLC2	0	0	1	0	0	no	0
2766	INA	0	0	1	0	0	no	1
2767	TMEM132A	0	0	1	0	0	no	1
2768	GLIPR1L2	0	0	1	0	0	no	0
2769	SLC22A6	0	0	1	0	0	no	0
2770	COBLL1	0	0	1	0	1	YES	0
2771	ACTBL2	0	0	1	0	0	no	0
2772	CFAP58	0	0	1	0	0	no	1
2773	CDC42BPA	0	0	1	0	0	no	1
2774	KRT79	0	0	1	0	0	no	0
2775	KDM4D	0	0	1	0	0	no	1
2776	PM20D1	0	0	1	1	0	no	0
2777	SND1	0	0	1	0	0	no	1
2778	SLC26A9	0	0	1	0	1	YES	0
2779	CHMP1B	0	0	1	0	0	no	1
2780	ARC	0	0	1	0	1	YES	0
2781	VMO1	0	0	1	1	0	no	0
2782	TAX1BP1	0	0	1	0	0	no	1
2783	TAB3	0	0	1	0	0	no	1
2784	SLC5A8	0	0	1	0	0	no	0
2785	LILRA3	0	0	1	1	0	no	0
2786	BEND7	0	0	1	0	1	YES	0
2787	ATP6V0D2	0	0	1	0	1	YES	0
2788	LRRC57	0	0	1	0	0	no	1
2789	CD101	0	0	1	0	0	no	1
2790	HIST1H2BH	0	0	1	0	0	no	1
2791	HGD	0	0	1	0	0	no	1
2792	MAL2	0	0	1	0	0	no	0
2793	IGSF8	0	0	1	0	0	no	0
2794	TMBIM1	0	0	1	0	1	YES	0
2795	CMBL	0	0	1	0	0	no	0
2796	SERINC2	0	0	1	0	0	no	0
2797	AIF1L	0	0	1	0	0	no	0
2798	PDCD10	0	0	1	0	0	no	0
2799	TMED9	0	0	1	0	0	no	0
2800	GNL3	0	0	1	0	0	no	1
2801	SUCNR1	0	0	1	0	0	no	0
2802	TBC1D10A	0	0	1	0	0	no	1
2803	CARD11	0	0	1	0	0	no	0
2804	OSBPL1A	0	0	1	0	0	no	1
2805	TEX101	0	0	1	1	0	no	0
2806	EIF2A	0	0	1	0	0	no	1
2807	CTDSP1	0	0	1	0	0	no	1
2808	TWSG1	0	0	1	1	0	no	1
2809	NAA50	0	0	1	0	0	no	0
2810	RHOJ	0	0	1	0	0	no	1
2811	CHMP1A	0	0	1	0	0	no	0
2812	PLCB1	0	0	1	0	0	no	1
2813	GPRC5C	0	0	1	0	0	no	1
2814	MAN1C1	0	0	1	0	1	YES	0
2815	ZNF446	0	0	1	0	0	no	1
2816	CHCHD3	0	0	1	0	0	no	1
2817	CHMP5	0	0	1	0	0	no	1
2818	ACTR3B	0	0	1	0	0	no	0
2819	CCDC180	0	0	1	0	0	no	0
2820	MBD5	0	0	1	0	0	no	1
2821	STK26	0	0	1	0	0	no	1
2822	TXNDC16	0	0	1	1	0	no	1
2823	ANKFY1	0	0	1	0	0	no	1
2824	SUCLA2	0	0	1	0	0	no	1
2825	RHCG	0	0	1	0	0	no	0
2826	GNG12	0	0	1	0	0	no	1
2827	DDX19B	0	0	1	0	0	no	1
2828	NDRG2	0	0	1	0	0	no	1
2829	SLC6A14	0	0	1	0	1	YES	0
2830	PACSIN2	0	0	1	0	1	YES	0
2831	KIF3A	0	0	1	0	0	no	1
2832	SNX9	0	0	1	0	0	no	1
2833	IGLV10-54	0	0	1	1	0	no	0
2834	IGLV7-46	0	0	1	1	0	no	0
2835	IGLV5-37	0	0	1	1	0	no	0
2836	IGLV3-22	0	0	1	1	0	no	0
2837	IGLV2-18	0	0	1	1	0	no	0
2838	IGLV3-16	0	0	1	1	0	no	0
2839	IGLV3-12	0	0	1	1	0	no	0
2840	IGLV3-10	0	0	1	1	0	no	0
2841	IGLV3-9	0	0	1	1	0	no	0
2842	IGLV4-3	0	0	1	1	0	no	0
2843	IGKV2-28	0	0	1	1	0	no	0
2844	IGHV3-64	0	0	1	1	0	no	0
2845	IGLV5-45	0	0	1	1	0	no	0
2846	IGHV4-31	0	0	1	1	0	no	0
2847	IGKV3D-15	0	0	1	1	0	no	0
2848	IGKV1D-8	0	0	1	1	0	no	0
2849	IGKV2D-26	0	0	1	1	0	no	0
2850	IGKV3D-11	0	0	1	1	0	no	0
2851	IGLV5-52	0	0	1	1	0	no	0
2852	IGHV1-45	0	0	1	1	0	no	0
2853	IGHV3-49	0	0	1	1	0	no	0
2854	IGKJ1	0	0	1	1	0	no	0
2855	IGHV1-69D	0	0	1	1	0	no	0
2856	IGHV5-10-1	0	0	1	1	0	no	0
2857	POTEF	0	0	1	0	0	no	0
2858	VPS37C	0	0	1	0	1	YES	0
2859	CNOT1	0	0	1	0	0	no	1
2860	LRCOL1	0	0	1	0	0	no	0
2861	TRIM75P	0	0	1	0	0	no	0
2862	TUBB8P12	0	0	1	0	0	no	0
2863	GGTLC3	0	0	1	0	0	no	0
2864	UPK2	0	0	1	0	0	no	0
2865	CES2	0	0	1	0	0	no	1
2866	FBP2	0	0	1	0	0	no	1
2867	PDCD5	0	0	1	0	0	no	1
2868	CHEK1	0	0	1	0	1	YES	0
2869	DNAJA2	0	0	1	0	0	no	1
2870	SEC14L2	0	0	1	0	0	no	1
2871	RHOBTB3	0	0	1	0	1	YES	0
2872	RAB3D	0	0	1	0	1	YES	0
2873	NRAS	0	0	1	0	0	no	0
2874	IGKV1D-33	0	0	1	1	0	no	0
2875	IGKV1-33	0	0	1	1	0	no	0
2876	IGKV1-39	0	0	1	1	0	no	0
2877	IGKV1-17	0	0	1	1	0	no	0
2878	IGKV1-5	0	0	1	1	0	no	0
2879	IGKV1D-12	0	0	1	1	0	no	0
2880	IGKV2D-40	0	0	1	1	0	no	0
2881	IGKV2D-28	0	0	1	1	0	no	0
2882	IGKV3-20	0	0	1	1	0	no	0
2883	IGKV3-15	0	0	1	1	0	no	0
2884	IGHV2-5	0	0	1	1	0	no	0
2885	IGHV4-39	0	0	1	1	0	no	0
2886	IGHV4-59	0	0	1	1	0	no	0
2887	IGHE	0	0	1	1	0	no	0
2888	IGHG2	0	0	1	1	0	no	0
2889	IGHG4	0	0	1	1	0	no	0
2890	IGHA2	0	0	1	1	0	no	0
2891	IGHD	0	0	1	1	0	no	0
2892	HLA-DRA	0	0	1	0	0	no	0
2893	GBA	0	0	1	0	0	no	0
2894	ALDOA	0	0	1	0	0	no	1
2895	ITGB3	0	0	1	0	0	no	0
2896	INSR	0	0	1	0	1	YES	0
2897	IGHV4-34	0	0	1	1	0	no	0
2898	HEXA	0	0	1	0	0	no	0
2899	KLK1	0	0	1	0	0	no	0
2900	SRPRA	0	0	1	0	0	no	0
2901	VIM	0	0	1	0	0	no	1
2902	RRAS	0	0	1	0	1	YES	0
2903	MTHFD1	0	0	1	0	0	no	1
2904	MS4A1	0	0	1	0	0	no	1
2905	CCL4	0	0	1	1	0	no	0
2906	KRT10	0	0	1	0	0	no	0
2907	KRT13	0	0	1	0	0	no	1
2908	KRT5	0	0	1	0	0	no	1
2909	CEACAM1	0	0	1	1	0	no	0
2910	HLA-E	0	0	1	0	1	YES	0
2911	LCP1	0	0	1	0	0	no	1
2912	IL1R1	0	0	1	1	0	no	0
2913	RAC2	0	0	1	0	0	no	0
2914	FAH	0	0	1	0	0	no	1
2915	SDC1	0	0	1	1	0	no	1
2916	ATP6V1C1	0	0	1	0	0	no	1
2917	VDAC1	0	0	1	0	0	no	1
2918	PPIB	0	0	1	0	0	no	1
2919	PTPRD	0	0	1	0	1	YES	0
2920	PTPRG	0	0	1	0	0	no	0
2921	AHCY	0	0	1	0	0	no	1
2922	CFL1	0	0	1	0	0	no	0
2923	PPP2R1A	0	0	1	0	0	no	1
2924	PPP2R1B	0	0	1	0	0	no	1
2925	ATIC	0	0	1	0	0	no	1
2926	YWHAB	0	0	1	0	0	no	1
2927	BSG	0	0	1	0	1	YES	0
2928	HSPA9	0	0	1	0	0	no	1
2929	EIF2S3	0	0	1	0	0	no	0
2930	ALDH3B1	0	0	1	0	0	no	0
2931	ATP1A2	0	0	1	0	0	no	0
2932	SLC25A1	0	0	1	0	0	no	0
2933	CLTCL1	0	0	1	0	1	YES	0
2934	SLC16A1	0	0	1	0	1	YES	0
2935	SUB1	0	0	1	0	0	no	1
2936	CSE1L	0	0	1	0	0	no	1
2937	AQP5	0	0	1	0	0	no	1
2938	NCKAP1L	0	0	1	0	0	no	1
2939	CCL18	0	0	1	1	0	no	0
2940	NPEPPS	0	0	1	0	0	no	1
2941	EIF3B	0	0	1	0	0	no	1
2942	TPI1	0	0	1	0	0	no	1
2943	EIF4A1	0	0	1	0	0	no	1
2944	RPS20	0	0	1	0	0	no	1
2945	RAB10	0	0	1	0	0	no	0
2946	CXCR4	0	0	1	0	0	no	0
2947	RRAS2	0	0	1	0	0	no	1
2948	ACTG2	0	0	1	0	0	no	0
2949	CDKL1	0	0	1	0	1	YES	0
2950	NAAA	0	0	1	0	0	no	0
2951	DSC2	0	0	1	0	0	no	0
2952	FKBP4	0	0	1	0	0	no	1
2953	ARHGAP1	0	0	1	0	1	YES	0
2954	GALNT2	0	0	1	1	0	no	1
2955	PMPCA	0	0	1	0	0	no	1
2956	MYO1E	0	0	1	0	0	no	0
2957	MOGS	0	0	1	0	0	no	1
2958	ALCAM	0	0	1	1	0	no	0
2959	SCARB2	0	0	1	0	0	no	1
2960	DPYS	0	0	1	0	0	no	0
2961	DSG2	0	0	1	0	1	YES	0
2962	SAFB2	0	0	1	0	1	YES	0
2963	SCRIB	0	0	1	0	1	YES	0
2964	PTPA	0	0	1	0	0	no	1
2965	MICA	0	0	1	0	0	no	0
2966	SLC36A2	0	0	1	0	0	no	0
2967	CDON	0	0	1	0	0	no	0
2968	TMEM52B	0	0	1	0	0	no	1
2969	LRRK2	0	0	1	0	1	YES	0
2970	S100A7L2	0	0	1	0	0	no	0
2971	SOGA3	0	0	1	0	0	no	1
2972	VPS13D	0	0	1	0	1	YES	0
2973	PLEKHA7	0	0	1	0	1	YES	0
2974	NAA16	0	0	1	0	0	no	1
2975	CC2D1A	0	0	1	0	0	no	1
2976	POTEE	0	0	1	0	0	no	0
2977	GDPD3	0	0	1	0	0	no	1
2978	HIST3H2A	0	0	1	0	0	no	0
2979	MON2	0	0	1	0	0	no	1
2980	KRT28	0	0	1	0	0	no	0
2981	KRT27	0	0	1	0	0	no	0
2982	KRT25	0	0	1	0	1	YES	0
2983	PLEKHH3	0	0	1	0	0	no	1
2984	KRT77	0	0	1	0	0	no	1
2985	MEGF8	0	0	1	0	0	no	0
2986	B3GNT8	0	0	1	0	0	no	0
2987	TMPRSS11B	0	0	1	0	0	no	0
2988	RASAL3	0	0	1	0	0	no	0
2989	GPHB5	0	0	1	1	0	no	0
2990	CCDC105	0	0	1	0	0	no	0
2991	PGAM4	0	0	1	0	0	no	1
2992	KRT78	0	0	1	0	0	no	0
2993	MPP5	0	0	1	0	0	no	1
2994	GALNT4	0	0	1	0	1	YES	0
2995	MINK1	0	0	1	0	0	no	0
2996	PSMA8	0	0	1	0	0	no	0
2997	AHCTF1	0	0	1	0	0	no	1
2998	ROBO4	0	0	1	0	0	no	1
2999	KRT35	0	0	1	0	0	no	0
3000	N4BP2L2	0	0	1	0	0	no	1
3001	KRT12	0	0	1	0	0	no	0
3002	PARK7	0	0	1	0	0	no	1
3003	MXRA8	0	0	1	0	0	no	1
3004	AIFM2	0	0	1	0	0	no	1
3005	UBAC1	0	0	1	0	0	no	1
3006	NUDT9	0	0	1	0	0	no	0
3007	FAM129A	0	0	1	0	0	no	1
3008	SEMA4C	0	0	1	0	0	no	0
3009	SLITRK6	0	0	1	0	0	no	1
3010	TMEM38A	0	0	1	0	0	no	1
3011	CPNE5	0	0	1	0	0	no	1
3012	ROBO2	0	0	1	0	0	no	1
3013	S100A14	0	0	1	0	1	YES	0
3014	ITM2C	0	0	1	0	0	no	0
3015	ASAH2	0	0	1	0	0	no	1
3016	MXRA5	0	0	1	1	0	no	1
3017	DUOX2	0	0	1	0	0	no	0
3018	AASDHPPT	0	0	1	0	0	no	0
3019	UGGT1	0	0	1	0	0	no	1
3020	MYOF	0	0	1	0	1	YES	0
3021	ITSN2	0	0	1	0	1	YES	0
3022	ZSWIM5	0	0	1	0	0	no	1
3023	ARHGAP23	0	0	1	0	0	no	1
3024	VPS28	0	0	1	0	0	no	0
3025	NCKAP1	0	0	1	0	0	no	1
3026	IGLV4-69	0	0	1	1	0	no	0
3027	IGLV8-61	0	0	1	1	0	no	0
3028	IGLV4-60	0	0	1	1	0	no	0
3029	IGKV2-40	0	0	1	1	0	no	0
3030	IGLV1-36	0	0	1	1	0	no	0
3031	IGHV6-1	0	0	1	1	0	no	0
3032	IGHV3-74	0	0	1	1	0	no	0
3033	IGHV3-43	0	0	1	1	0	no	0
3034	IGLV9-49	0	0	1	1	0	no	0
3035	IGHV3-72	0	0	1	1	0	no	0
3036	IGKV1D-43	0	0	1	1	0	no	0
3037	IGKV1D-13	0	0	1	1	0	no	0
3038	PIGBOS1	0	0	1	1	0	no	0
3039	FAM168B	0	0	1	0	0	no	0
3040	RAB19	0	0	1	0	0	no	0
3041	ENPP3	0	0	1	1	0	no	0
3042	TOR1A	0	0	1	0	1	YES	0
3043	TOR1B	0	0	1	0	0	no	1
3044	ADAM10	0	0	1	0	1	YES	0
3045	SLC27A2	0	0	1	0	0	no	0
3046	CTNS	0	0	1	0	1	YES	0
3047	DYSF	0	0	1	0	0	no	1
3048	BBOX1	0	0	1	0	0	no	0
3049	KRT34	0	0	1	0	1	YES	0
3050	KRT36	0	0	1	0	0	no	0
3051	KRT37	0	0	1	0	0	no	0
3052	KRT38	0	0	1	0	0	no	0
3053	NEBL	0	0	1	0	0	no	0
3054	SNCG	0	0	1	0	0	no	0
3055	SLC22A5	0	0	1	0	0	no	1
3056	HBZ	0	0	1	0	0	no	0
3057	KRT8	0	0	1	0	0	no	1
3058	HPN	0	0	1	0	0	no	0
3059	CDK1	0	0	1	0	0	no	1
3060	ATP5F1B	0	0	1	0	0	no	1
3061	ANXA6	0	0	1	0	0	no	0
3062	ABCB1	0	0	1	0	0	no	1
3063	SLC3A2	0	0	1	0	0	no	1
3064	HIST1H2AG	0	0	1	0	0	no	0
3065	HIST1H2AI	0	0	1	0	0	no	0
3066	HIST1H2AL	0	0	1	0	0	no	0
3067	HIST1H2AM	0	0	1	0	0	no	0
3068	HIST1H2AK	0	0	1	0	0	no	0
3069	ASAH2B	0	0	1	0	0	no	1
3070	MTRNR2L6	0	0	1	1	0	no	0
3071	ACP2	0	0	1	0	0	no	0
3072	SLC2A1	0	0	1	0	0	no	1
3073	SLC2A3	0	0	1	0	0	no	1
3074	PYGM	0	0	1	0	0	no	0
3075	RALA	0	0	1	0	0	no	0
3076	RALB	0	0	1	0	0	no	0
3077	BCR	0	0	1	0	0	no	1
3078	LAMP1	0	0	1	0	0	no	0
3079	ENO3	0	0	1	0	0	no	1
3080	MTHFD2	0	0	1	0	0	no	0
3081	GLUL	0	0	1	0	0	no	1
